Arttırılabilir Azami Bellek,Bağlantılar,Bağlantılar,Bağlantılar (İkincil),Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Garanti Süresi,Garanti Tipi,Görüntü Kalitesi,HDMI,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Kullanım Amacı,Maksimum islemci Hızı (GHz),Maksimum İşlemci Hızı (GHz).1,Okula Dönüş,Optik Sürücü Tipi,Optik Sürücü Tipi.1,Panel Tipi,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,SSD Teknolojisi,Soket Tipi,Temel işlemci Hızı (GHz),Temel İşlemci Hızı (GHz),çözünürlük,çözünürlük Standartı,işlemci Modeli,işlemci Nesli,işlemci Tipi,işlemci çekirdek Sayısı,işletim Sistemi,şarjlı Kullanım Süresi,Çözünürlük.1,Çözünürlük Standartı.1,İşlemci Frekansı.1,İşlemci Modeli.1,İşlemci Nesli.1,İşlemci Tipi.1,İşlemci Çekirdek Sayısı.1,İşletim Sistemi.1,Şarjlı Kullanım Süresi.1,url,prices
,,,HDMI,,,2 - 4 kg,Yok,"17,3 inç",,,,,Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,,144 Hz,,,2 Yıl,MSI Distribütör Garantili,,,HDD Yok,1 TB,Q Türkçe,,Oyun,,4.7,,,Yok,,,,16 GB,DDR4,Siyah,1 TB,,,,3.5,,,,,,,,,1920 x 1080,Full HD (FHD),,12700H,12. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//msi/katana-gf76-12uc-059xtr-i7-12700h-16gb-ddr4-rtx3050-gddr6-4gb-1tb-ssd-17-3-fhd-144hz-dos-p-274366052?boutiqueId=61&merchantId=906392,45.999 TL
,,,USB,,,2 - 4 kg,Yok,16 inç,,,,,Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,,165 Hz,,,2 Yıl,ACER Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),,Oyun,,4.5,,,,IPS,,,8 GB,DDR5,Siyah,512 GB,,,,,,,,,,,,,1920 x 1200,WUXGA,,7535HS,7. Nesil,AMD Ryzen 5,6,Free Dos,,https://www.trendyol.com//acer/nitro-16-an16-416-amd-ryzen-5-7535hs-8-gb-512-gb-ssd-rtx-4050-6-gb-freedos-16-wuxga-165-hz-tas-p-769714694?boutiqueId=61&merchantId=106740,27.299 TL
,,,,,,2 - 4 kg,Yok,"15,6 inç",,,,,Nvidia GeForce RTX3060,GDDR6,6 GB,Harici,,Belirtilmemiş,,,2 Yıl,Lenovo Distribütör Garantili,,,HDD Yok,,RGB Türkçe,,Oyun,,,,,Yok,,,,32 GB,DDR4,Mavi,512 GB,,,,2.9,,,,,,,,,2560 x 1440,WQHD,,Belirtilmemiş,11. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//lenovo/legion-5-82jh002jtx-i7-11600h-32gb-512ssd-rtx3060-15-6-wqhd-freedos-tasinabilir-bilgisayar-p-251038225?boutiqueId=61&merchantId=105013,37.999 TL
,32 GB,,Bluetooth,,,2 - 4 kg,Yok,"15,6 inç",,,,,Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,,144 Hz,,,2 Yıl,Asus Distribütör Garantili,,,HDD Yok,,RGB Türkçe,,Oyun,,4.7,,,Yok,IPS,,,16 GB,DDR4,Siyah,512 GB,,,,2.3,,,,,,,,,1920 x 1080,Full HD (FHD),,12700H,12. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//asus/tuf-gaming-f15-fx507zc4-hn011-intel-core-i7-12700h-16-gb-512-gb-ssd-rtx-3050-144-hz-freedos-15-p-654271600?boutiqueId=61&merchantId=105290,36.563 TL
,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,Dahili,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),,Ofis - İş,,4.4,,,,IPS,,,16 GB,DDR4,Gri,500 GB,Gen 3,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Free Dos,,https://www.trendyol.com//casper/nirvana-c550-1235-bv00x-g-f-intel-core-i5-1235u-16gb-ram-500gb-nvme-ssd-gen4-freedos-p-740918586?boutiqueId=61&merchantId=808901,16.680 TL
,,,USB - Bluetooth - HDMI,,,2 - 4 kg,Yok,"17,3 inç",,,,,Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,,144 Hz,,,2 Yıl,Monster Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),,Oyun,,5.0,,,,IPS,,,16 GB,DDR4,Siyah,1 TB,Gen 4,,,2.4,,,,,,,,,1920 x 1080,Full HD (FHD),,13700H,13. Nesil,Intel Core i7,14,Free Dos,3 Saat ve Altı,https://www.trendyol.com//monster/tulpar-t7-v20-6-4-intel-core-i7-13700h-16-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-17-3-fhd-144-hz-p-736976035?boutiqueId=61&merchantId=105286,39.999 TL
,128 GB,,Bluetooth,Micro USB - Mini HDMI,,2 kg ve Altı,Yok,14 inç,,,,,M2 Pro 19 Çekirdekli,GDDR6X,Paylaşımlı,Dahili,,120 Hz,,,2 Yıl,Apple Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,5.0,,,Yok,IPS,,,16 GB,DDR5,Gri,512 GB,Gen 4,AM5,,Belirtilmemiş,,,,,,,,,3024 x 1964,Retina,,Belirtilmemiş,13. Nesil,Apple M2 Pro,12,Mac Os,6 Saat ve Üstü,https://www.trendyol.com//apple/macbook-pro-14-m2-pro-16gb-512gb-ssd-space-gray-laptop-apple-turkiye-garantili-mphe3tu-a-p-637235162?boutiqueId=621707&merchantId=110963,68.769 TL
,,,USB - Bluetooth - HDMI,,,2 - 4 kg,Yok,"15,6 inç",,,,,Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,,144 Hz,,,2 Yıl,Monster Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),,Oyun,,4.4,,,,IPS,,,16 GB,DDR4,Siyah,1 TB,Gen 4,,,2,,,,,,,,,1920 x 1080,Full HD (FHD),,12450H,12. Nesil,Intel Core i5,8,Free Dos,3 Saat ve Altı,https://www.trendyol.com//monster/abra-a5-v20-4-4-intel-core-i5-12450h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-760273029?boutiqueId=61&merchantId=105286,28.999 TL
,16 GB,,Bluetooth - HDMI,,,2 - 4 kg,Yok,"15,6 inç",,,,,Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,,144 Hz,,,2 Yıl,ACER Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),,Oyun,,4.2,,,,IPS,,,8 GB,DDR4,Siyah,512 GB,,,,2.2,,,,,,,,,1920 x 1080,Full HD (FHD),,12450H,12. Nesil,Intel Core i5,8,Free Dos,4-6 Saat,https://www.trendyol.com//acer/nitro-5-an515-58-544k-intel-i5-12450h-8gb-512gb-rtx3050-15-6-fhd-144hz-freedos-nh-qfjey-007-p-772974544?boutiqueId=61&merchantId=203702,22.950 TL
,,,,,,2 kg ve Altı,Var,14 inç,,,,,Intel HD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,,Belirtilmemiş,,,2 Yıl,Dell Türkiye Garantili,,,1 TB,,Q Türkçe,,Ev - Okul,,,,,Yok,,,,8 GB,DDR4,Siyah,SSD Yok,,,,,,,,,,,,,1366 x 768,HD Ready (HD),,1115G4,11. Nesil,Intel Core i3,2,Free Dos,,https://www.trendyol.com//dell/vostro-3400-i3-1115g4-8gb-1tb-ubuntu-14-n4001vn3400emea01u-8-p-380455082?boutiqueId=626264&merchantId=109239,"9.449,99 TL"
,12 GB,,HDMI - USB,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Nvidia GeForce MX350,GDDR5,2 GB,Harici,,60 Hz,,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ev - Okul,,4.5,,,,TN,,,8 GB,DDR4,Gri,512 GB,,,,2.5,,,,,,,,,1920 x 1080,Full HD (FHD),,1155G7,11. Nesil,Intel Core i5,4,Free Dos,4-6 Saat,https://www.trendyol.com//lenovo/ip-3-15itl6-core-i5-1155g7-8gb-512gb-ssd-nvidia-geforce-mx350-freedos-15-6-fhd-82h803eytx-p-739802772?boutiqueId=61&merchantId=106934,15.599 TL
,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,AMD Radeon Graphics,Dahili,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,4.0,,,,IPS,,,8 GB,DDR4,Gri,500 GB,Gen 3,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,5500U,5. Nesil,AMD Ryzen 5,6,Free Dos,,https://www.trendyol.com//casper/nirvana-x600-5500-8v00x-g-f-amd-ryzen-5-5500u-8gb-500gb-nvme-ssd-15-6-dos-gri-dizustu-bilgisayar-p-773800573?boutiqueId=623361&merchantId=968,11.499 TL
,16 GB,,HDMI,,,2 kg ve Altı,Yok,14 inç,,,,,Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Asus Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),,Ev - Okul,,4.4,,,,IPS,,,8 GB,LPDDR5,Siyah,512 GB,,,,3.3,,,,,,,,,2560 x 1600,WQHD,,Belirtilmemiş,12. Nesil,Intel Core i5,12,Windows,3 Saat ve Altı,https://www.trendyol.com//asus/zenbook-14-ux3402za-kp632w-i5-1240p-8gb-512gb-ssd-14-wqxga-windows-11-p-738480937?boutiqueId=61&merchantId=141868,27.649 TL
,,,USB - Bluetooth - HDMI,,,2 - 4 kg,Yok,"15,6 inç",,,,,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,ACER Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ev - Okul,,,,,,,,,4 GB,DDR4,Beyaz,128 GB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,N305,3. Nesil,Intel Core i3,8,Windows,,https://www.trendyol.com//acer/a315-510-i3-n305-4gb-128gb-ssd-15-6-fhd-windows-11-home-tasinabilir-bilgisayar-nx-kdhey-002-p-758353789?boutiqueId=626264&merchantId=106198,8.099 TL
,,,Bluetooth,,,2 - 4 kg,Yok,"15,6 inç",,,,,Nvidia GeForce RTX 4050,DDR4,Paylaşımlı,Dahili,,90 Hz,,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Oyun,,,,,,IPS,,,16 GB,DDR4,Gümüş,512 GB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,13500H,11. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//hp/victus-15-fa1025nt-core-i5-13500h-16gb-512gb-ssd-6gb-rtx-4050-15-6-w11-mika-gumus-7n9t3ea-p-773620973?boutiqueId=61&merchantId=112708,29.694 TL
,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,AMD Radeon Graphics,Dahili,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,HP Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,8 GB,DDR4,Gri,256 GB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,5500U,5. Nesil,AMD Ryzen 5,6,Free Dos,,https://www.trendyol.com//hp/255-g8-7n4w6aa-ryzen5-5500u-8gb-256ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-cnt001-p-773621565?boutiqueId=61&merchantId=106664,10.699 TL
,,,Bluetooth,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe,,Ofis - İş,,,,,Yok,TN,,,16 GB,DDR4,Siyah,512 GB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,5825U,5. Nesil,AMD Ryzen 7,8,Free Dos,4-6 Saat,https://www.trendyol.com//lenovo/v15-g3-amd-ryzen-7-5825u-16gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82tv004mtx-p-686366293?boutiqueId=61&merchantId=106248,14.799 TL
,,,HDMI,,,2 - 4 kg,Yok,"15,6 inç",,,,,Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,,144 Hz,,,2 Yıl,MSI Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),,Oyun,,,,,Çoklu Kopyalama Sistemleri,IPS,,,16 GB,DDR4,Siyah,1 TB,,,,4,,,,,,,,,1920 x 1080,Full HD (FHD),,12450H,12. Nesil,Intel Core i5,8,Free Dos,6 Saat ve Üstü,https://www.trendyol.com//msi/thin-gf63-12ve-083xtr-i5-12450h-16gb-ddr4-rtx4050-gddr6-6gb-1tb-ssd-15-6-fhd-144hz-dos-p-728076343?boutiqueId=61&merchantId=646501,33.900 TL
,,,,,,2 kg ve Altı,Yok,14 inç,,,,,Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,,120 Hz,,,2 Yıl,Apple Türkiye Garantili,,,HDD Yok,,Q Türkçe,,Tasarım,,,,,,,,,64 GB,Belirtilmemiş,Gri,1 TB,,,,,,,,,,,,,3024 x 1964,Retina,,Belirtilmemiş,Belirtilmemiş,M2,12,Mac Os,,https://www.trendyol.com//apple/macbook-pro-m2-max-12c-cpu-38c-gpu-64-gb-1-tb-macos-14-uzay-grisi-p-670358779?boutiqueId=61&merchantId=106740,129.999 TL
,,,,,,2 - 4 kg,Yok,"15,6 inç",,,,,Nvidia GeForce RTX 2050,GDDR6,4 GB,Harici,,144 Hz,,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe,,Oyun,,4.5,,,,,,,16 GB,DDR4,Gri,512 GB,,,,2.7,,,,,,,,,1920 x 1080,Full HD (FHD),,11400H,11. Nesil,Intel Core i5,6,Free Dos,,https://www.trendyol.com//asus/tuf-gaming-f15-i5-11400h-16gb-ram-512gb-ssd-4gb-rtx2050-15-6-fhd-144hz-fdos-fx506hf-hn028-p-664304168?boutiqueId=61&merchantId=668896,"29.049,57 TL"
,8 GB,,Mini HDMI,,,2 kg ve Altı,Yok,"13,6 inç",,,,,M2 8 Çekirdekli,Dahili,8 GB,Dahili,,120 Hz,,,2 Yıl,Apple Türkiye Garantili,,,250 GB,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,Yok,,,,8 GB,DDR5,Gümüş,256 GB,,,,3.3,,,,,,,,,2560 x 1600,Ultra HD 4K (UHD),,Belirtilmemiş,1. Nesil,Apple M2,1,Mac Os,6 Saat ve Üstü,https://www.trendyol.com//apple/macbook-air-13-6-m2-8gb-256gb-ssd-gumus-p-356763066?boutiqueId=61&merchantId=169540,35.719 TL
,,,HDMI - USB,,,2 - 4 kg,Yok,"16,1 inç",,,,,Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,,144 Hz,,,2 Yıl,HP Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),,Oyun,,,,,,IPS,,,32 GB,DDR5,Siyah,1 TB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0064nt-8b5y1ea-i7-13700h-32gb-1tb-rtx4060-8gb-16-1inc-144hz-fhd-freedos-gaming-laptop-p-772538683?boutiqueId=61&merchantId=105369,43.699 TL
,,,HDMI - USB,,,2 - 4 kg,Var,16 inç,,,,,Nvidia GeForce RTX 4070,GDDR6,32 GB,Dahili,,120 Hz,,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q İngilizce,,Tasarım,,,,,,,,,32 GB,DDR5,Siyah,1 TB,,,,,,,,,,,,,3200 x 2000,Ultra HD 4K (UHD),,7200U,13. Nesil,Intel Core i9,8,Windows,,https://www.trendyol.com//asus/16-zenbook-pro-16x-oled-i9-1tb-multi-touch-laptop-rtx4070-p-770674783?boutiqueId=61&merchantId=810247,186.000 TL
,16 GB,,HDMI,,,2 - 4 kg,Yok,"15,6 inç",,,,,Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,,120 Hz,,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),,Oyun,,4.4,,,,IPS,,,16 GB,DDR4,Gri,512 GB,Gen 3,,,3.3,,,,,,,,,1920 x 1080,Full HD (FHD),,12450H,12. Nesil,Intel Core i5,12,Free Dos,3 Saat ve Altı,https://www.trendyol.com//lenovo/ideapad-gaming-3-intel-core-i5-12450h-16gb-512gb-ssd-rtx3050-freedos-15-6-ips-tasinabilir-bi-p-784770988?boutiqueId=61&merchantId=106740,24.599 TL
,,,HDMI - USB,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel UHD Graphics 600,Dahili,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Lenovo Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ev - Okul,,,,,,,,,4 GB,DDR4,Gri,256 GB,,,,,,,,,,,,,1366 x 768,HD Ready (HD),,N4020,1. Nesil,Intel Celeron,2,Windows,,https://www.trendyol.com//lenovo/ideapad-1-82v700a9tx01-n4020-4gb-256ssd-15-6-hd-w11h-tasinabilir-bilgisayar-cnt002-p-772261829?boutiqueId=626264&merchantId=106664,8.125 TL
,,,HDMI - USB,,,2 - 4 kg,Yok,"15,6 inç",,,,,Nvidia GeForce RTX 2050,GDDR6,4 GB,Harici,,144 Hz,,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),,Oyun,,4.5,,,,IPS,,,16 GB,DDR4,Siyah,1 TB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,11400H,11. Nesil,Intel Core i5,6,Windows,,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hf-i5-11400h-16gb-1tb-ssd-rtx2050-4gb-144hz-15-6-fhd-w11home-hn031-p-711553856?boutiqueId=61&merchantId=668896,"31.450,32 TL"
,,,HDMI - USB,,,2 - 4 kg,Yok,"15,6 inç",,,,,Intel Iris Graphics,Dahili,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Dell Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,8 GB,DDR4,Siyah,512 GB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//dell/inspiron-3520-intel-core-i5-1135g7-8gb-512gb-ssd-ubuntu-15-6-fhd-120hz-tasinabilir-bilgisayar-p-777710981?boutiqueId=61&merchantId=107301,12.959 TL
,,,USB - Bluetooth - HDMI,,,2 - 4 kg,Yok,"17,3 inç",,,,,Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,,144 Hz,,,2 Yıl,Monster Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),,Oyun,,4.7,,,,IPS,,,16 GB,DDR4,Siyah,500 GB,Gen 4,,,2.6,,,,,,,,,1920 x 1080,Full HD (FHD),,13500H,13. Nesil,Intel Core i5,12,Free Dos,3 Saat ve Altı,https://www.trendyol.com//monster/abra-a7-v14-5-intel-core-i5-13500h-16-gb-ram-500-gb-ssd-6-gb-rtx-4050-freedos-17-3-fhd-144-hz-p-736036151?boutiqueId=623361&merchantId=968,32.999 TL
64 GB,,USB - Bluetooth - HDMI,,,2 kg ve AltÄ±,,Yok,"14,1 inÃ§",Intel Iris Graphics,Dahili,PaylaÅŸÄ±mlÄ±,Dahili,,,,,60 Hz,,,2 YÄ±l,,Monster TÃ¼rkiye Garantili,,,HDD Yok,,Q TÃ¼rkÃ§e (AydÄ±nlatmalÄ±),Ofis - Ä°ÅŸ,,4.4,,,,,IPS,8 GB,DDR4,,,Pembe,500 GB,Gen 4,,1.3,,1920 x 1080,Full HD (FHD),1235U,12. Nesil,Intel Core i5,10,Free Dos,4-6 Saat,,,,,,,,,,https://www.trendyol.com//monster/huma-h4-v5-1-4-intel-core-i5-1235u-8gb-ram-500gb-ssd-freedos-14-1-fhd-rose-gold-p-456347007?boutiqueId=61&merchantId=105286,18.499 TL
,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,14 inç,,,,,Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Dell Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,Yok,,,,8 GB,DDR4,Siyah,512 GB,,,,3,,,,,,,,,1366 x 768,HD Ready (HD),,1115G4,11. Nesil,Intel Core i3,2,Free Dos,,https://www.trendyol.com//dell/vostro-3400-intel-core-i3-1115g4-8gb-512-gb-ssd-freedos-14-n4001vn3400ut032-p-783453322?boutiqueId=61&merchantId=499240,"9.419,68 TL"
,,,HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Nvidia GeForce RTX 3050 Ti,Belirtilmemiş,4 GB,Harici,,144 Hz,,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe,,Oyun,,4.7,,,Yok,IPS,,,16 GB,DDR4,Mavi,512 GB,,,,3.2,,,,,,,,,1920 x 1080,Full HD (FHD),,6800H,6. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//asus/vivobook-m6500re-hn037-ryzen-7-6800h-16gb-512gb-ssd-4gb-rtx3050ti-15-6-fdos-p-445299126?boutiqueId=61&merchantId=109239,"35.199,99 TL"
,,,HDMI - USB,,,2 - 4 kg,Yok,"17,3 inç",,,,,Nvidia GeForce RTX 3050,GDDR6,12 GB,Harici,,144 Hz,,,3 Yıl,MSI Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),,Oyun,,,,,,TN,,,64 GB,DDR5,Siyah,4 TB,,,,,,,,,,,,,3840 x 2160,Ultra HD 4K (UHD),,13980HX,13. Nesil,Intel Core i9,24,Windows,,https://www.trendyol.com//msi/creator-pro-x17hx-a13vks-211tr-i9-13980hx-64gb-ddr5-rtx3500-gddr6-12gb-4tb-ssd-17-3-uhd-144hz-w11p-p-710587317?boutiqueId=61&merchantId=106740,173.279 TL
,,,USB - Bluetooth - HDMI,,,2 - 4 kg,Yok,"15,6 inç",,,,,Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,,144 Hz,,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),,Oyun,,4.7,,,,IPS,,,16 GB,DDR5,Gri,512 GB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,7735HS,7. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//asus/tuf-gaming-a15-fa507nu-lp05116-ryzen-7-7735hs-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-p-780567982?boutiqueId=61&merchantId=106934,31.839 TL
,,,,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,,144 Hz,,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe,,Oyun,,4.2,Üniversite,,Yok,IPS,,,16 GB,DDR4,Gümüş,512 GB,,,,3.3,,,,,,,,,1920 x 1080,Full HD (FHD),,5600H,5. Nesil,AMD Ryzen 5,6,Free Dos,,https://www.trendyol.com//asus/vivobook-pro-15-m6500qc-hn095-ryzen-5-5600h-16gb-512gb-ssd-4gb-rtx-3050-15-6-full-hd-notebook-p-379307929?boutiqueId=61&merchantId=773412,24.999 TL
,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel UHD Graphics 600,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Asus Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmasız),,Ofis - İş,,,,,,,,,16 GB,DDR4,Gümüş,1 TB,,,,,,,,,,,,,1366 x 768,HD Ready (HD),,N4020,5. Nesil,Intel Celeron,2,Free Dos,,https://www.trendyol.com//asus/x515ma-br918a6-n4020-16gb-1tbssd-15-6-hd-freedos-tasinabilir-bilgisayar-p-700499490?boutiqueId=61&merchantId=106664,13.789 TL
,,,USB,,,2 kg ve Altı,Var,7 inç,,,,,AMD Radeon Graphics,Belirtilmemiş,Paylaşımlı,Dahili,,120 Hz,,,2 Yıl,Asus Distribütör Garantili,,,500 GB,,Joystick,,Oyun,,,,,,Yok,,,16 GB,LPDDR5,Beyaz,512 GB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,Belirtilmemiş,Belirtilmemiş,Ryzen Z1 Extreme,8,Windows,,https://www.trendyol.com//asus/rog-ally-ryzen-z1-extreme-16gb-ram-512gb-ssd-7inc-w11-p-779235382?boutiqueId=61&merchantId=624588,33.100 TL
,,,,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,,Belirtilmemiş,,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe,,Ofis - İş,,,,,Yok,,,,16 GB,DDR4,Siyah,512 GB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,1255U,12. Nesil,Intel Core i7,Belirtilmemiş,Free Dos,,https://www.trendyol.com//lenovo/v15-g3-iap-82tt0055tx-i7-1255u-16gb-512gb-pcie-4-0-ssd-15-6-full-hd-freedos-notebook-p-685792508?boutiqueId=61&merchantId=105369,20.119 TL
,,,USB - Bluetooth - HDMI,,,2 - 4 kg,Yok,"15,6 inç",,,,,Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,,120 Hz,,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),,Oyun,,,,,,IPS,,,16 GB,DDR5,Gri,512 GB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,Belirtilmemiş,7. Nesil,AMD Ryzen 5,6,Free Dos,,https://www.trendyol.com//lenovo/ip-gaming3-amd-ryzen-5-7535hs-16gb-512gb-rtx4050-dos-15-6-onyx-grey-gaming-pc-lenovo-tr-garantili-p-744554279?boutiqueId=61&merchantId=703460,28.399 TL
,16 GB,,HDMI - USB,,,2 kg ve Altı,Yok,"15,6 inç",,,,,AMD Radeon Graphics,Dahili,Paylaşımlı,Dahili,,Belirtilmemiş,,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe,,Ev - Okul,,,,,Yok,TN,,,16 GB,DDR4,Gri,256 GB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,5700U,7. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//lenovo/ideapad-1-15alc7-82r400f1tr-03-r7-5700u-16gb-256gb-ssd-15-6-freedos-tasinabilir-bilgisayar-p-782553729?boutiqueId=61&merchantId=106198,11.599 TL
